title,link_mal,release_date,anime_episode,anime_duration,anime_genre,img_link,description,studio,source,show_type
Da Yuzhou Shidai,https://myanimelist.net/anime/57629/Da_Yuzhou_Shidai,"Jan 22, 2024",12 eps,0 min ,"['Action', 'Sci-Fi']",,(No synopsis yet.),Foch Films,Web novel,ONA
Wangu Kuang Di,https://myanimelist.net/anime/57613/Wangu_Kuang_Di,"Jan 1, 2024",20 eps,16 min ,"['Action', 'Adventure', 'Fantasy']",,(No synopsis yet.),Ruo Hong Culture,Original,ONA
Bu Xing Si: Yuan Qi,https://myanimelist.net/anime/55732/Bu_Xing_Si__Yuan_Qi,"Feb 29, 2024",18 eps,15 min ,"['Action', 'Adventure', 'Fantasy']",,(No synopsis yet.),,Web novel,ONA
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 3rd Season Part 2,https://myanimelist.net/anime/53206/Jian_Wang_3__Xia_Gan_Yi_Dan_Shen_Jianxin_3rd_Season_Part_2,"Jan 26, 2024",12 eps,0 min ,"['Action', 'Adventure', 'Comedy']",,(No synopsis yet.),Shengying Animation,Game,ONA
Aru Hi no Gogo,https://myanimelist.net/anime/57889/Aru_Hi_no_Gogo,"Jan 19, 2024",1 ep,1 min ,['Comedy'],,Short animation shown during the 2nd year anniversary stream for NEEDY GIRL OVERDOSE.,Yostar Pictures,Game,ONA
Yishi Zhi Zun,https://myanimelist.net/anime/57512/Yishi_Zhi_Zun,"Feb 18, 2024",16 eps,0 min ,"['Action', 'Adventure', 'Fantasy']",,"Meng Qi, a time-traveler who wants to be a dashing swordsman in white, fails in endless extreme missions in the 'reincarnation space'. The wind suddenly changed and he became the world-famous ""Thunder Sword Mad Monk"". However, all of this turned out to be the treacherous plan of the ancient power. Let’s look at the invincible and funny little monk who is happy in the world and proud of the three worlds.

(Source: bilibili)",,Web novel,ONA
Guonian Zhe Lianmeng: Xun Long Ji,https://myanimelist.net/anime/58086/Guonian_Zhe_Lianmeng__Xun_Long_Ji,"Feb 9, 2024",1 ep,4 min ,"['Comedy', 'Fantasy']",,(No synopsis yet.),Sparkly Key Animation Studio,Other,ONA
Yi Ren Jun Moye,https://myanimelist.net/anime/57656/Yi_Ren_Jun_Moye,"Jan 24, 2024",? eps,0 min ,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,(No synopsis yet.),DC Impression Vision,Novel,ONA
Taigu Xing Shen Jue,https://myanimelist.net/anime/57865/Taigu_Xing_Shen_Jue,"Jan 25, 2024",40 eps,0 min ,"['Action', 'Adventure', 'Fantasy']",,"Chen Xing is the young master of the Chen family in Dongyang City. Both his parents died. He could have succeeded him as the head of the family when he came of age, but was plotted and plotted by the ambitious acting head of the family, Chen Sheng, to occupy the magpie nest. 

Who would have thought that Chen Xing would survive the catastrophe, accidentally obtain the long-lost supreme skill ""The Ancient Star God Art"", and learn some of the moves, come back strong, expose Chen Sheng's ugly face, and imprison him. The matter was put aside for the time being. Chen Xing took precautions and carefully studied the ""Ancient Star God Technique"" to collect the star beasts needed for the technique and grow rapidly. 

During this period, Chen Xing rescued Mu Qinglan, the daughter of the palace lord of Xuanyang Palace, because of a star beast, and on her advice, she went through all kinds of hardships to enter Xuanyang Palace. However, as soon as he started, Chen Xing had constant disputes with Jian Feikong, the son of the deputy sect leader.

(Source: Youku, translated)",,Web novel,ONA
Dubu Wangu 2nd Season,https://myanimelist.net/anime/58057/Dubu_Wangu_2nd_Season,"Feb 9, 2024",? eps,0 min ,"['Action', 'Adventure', 'Fantasy']",,(No synopsis yet.),Suoyi Technology,Web novel,ONA
Sheng Zu,https://myanimelist.net/anime/57877/Sheng_Zu,"Jan 23, 2024",26 eps,16 min ,"['Action', 'Adventure', 'Fantasy']",,"Young Luo Lie was accidentally selected to be summoned to the other world to live in the identity of others. The large and small forces in the other world are divided, and there are hidden killing opportunities everywhere. The homesick Luo Lie relied on his tenacious character and mysterious ability acquired when he wore his soul to overcome many difficulties in the treacherous situation, break through his own limits, and make a name for himself. However, the dangerous predicament, treacherous and cunning tricks are pressing on him step by step, with the help of his childhood sweetheart, Luo Lie, who has no intention of becoming a hero, unexpectedly embarked on a heroic road, what awaits him in front of him is the abyss of no return, or the light that clears the clouds and sees the sun?",,Web novel,ONA
Jian Xian Zai Ci 2nd Season,https://myanimelist.net/anime/57906/Jian_Xian_Zai_Ci_2nd_Season,"Jan 27, 2024",? eps,0 min ,"['Action', 'Comedy', 'Fantasy']",,(No synopsis yet.),Xing Yi Kai Chen,Web manga,ONA
Shenyi Jiu Xiaojie 2nd Season,https://myanimelist.net/anime/58055/Shenyi_Jiu_Xiaojie_2nd_Season,"Feb 11, 2024",? eps,0 min ,"['Fantasy', 'Romance']",,(No synopsis yet.),Suoyi Technology,Novel,ONA
Xian Yu Ge 2nd Season,https://myanimelist.net/anime/57657/Xian_Yu_Ge_2nd_Season,"Feb 15, 2024",? eps,0 min ,"['Comedy', 'Fantasy']",,(No synopsis yet.),,Original,ONA
Lili Kurong,https://myanimelist.net/anime/57996/Lili_Kurong,"Jan 28, 2024",1 ep,1 min ,['Fantasy'],,A short film directed by Yakumo Crack for the Arknights 2024 Spring Festival Gala.,Gear Studio,Game,ONA
Xi Xing Ji: Kuang Wang,https://myanimelist.net/anime/58001/Xi_Xing_Ji__Kuang_Wang,"Feb 28, 2024",1 ep,0 min ,"['Action', 'Adventure', 'Fantasy']",,(No synopsis yet.),,Manga,ONA
Chikomaru,https://myanimelist.net/anime/57953/Chikomaru,"Jan 25, 2024",? eps,0 min ,[],,(No synopsis yet.),Pie in the sky,Web manga,ONA
Fei Ren Zai Spring Festival Special,https://myanimelist.net/anime/58048/Fei_Ren_Zai_Spring_Festival_Special,"Feb 2, 2024",1 ep,11 min ,[],,(No synopsis yet.),,Manga,ONA
Shenlong Xing Zhu,https://myanimelist.net/anime/57878/Shenlong_Xing_Zhu,"Jan 20, 2024",? eps,0 min ,"['Action', 'Fantasy', 'Sci-Fi']",,(No synopsis yet.),,Web manga,ONA
Benghuai 3: Lutu Weiji! Sheng Freya Hao Tebie Shijian,https://myanimelist.net/anime/58079/Benghuai_3__Lutu_Weiji_Sheng_Freya_Hao_Tebie_Shijian,"Feb 9, 2024",1 ep,36 min ,"['Comedy', 'Mystery', 'Sci-Fi']",,"This is the much-anticipated perfect vacation for everyone.
On the luxurious spaceship, St. Freya, heading towards the moon, we believed we could enjoy this rare and relaxing journey to the fullest — or so we thought.

Mysterious shadows, sudden weightlessness, disappearing items, glaringly faulty alibi...
Is the culprit among us?

(Source: Official Twitter account)",HuaMei Animation,Game,ONA
Yun Zhongju San Zi,https://myanimelist.net/anime/57836/Yun_Zhongju_San_Zi,"Jan 17, 2024",26 eps,0 min ,"['Action', 'Fantasy']",,(No synopsis yet.),,Other,ONA
Huo Shen: Tianqi Zhizi,https://myanimelist.net/anime/57929/Huo_Shen__Tianqi_Zhizi,"Jan 28, 2024",1 ep,67 min ,"['Action', 'Adventure', 'Fantasy']",,(No synopsis yet.),,Original,ONA
Haikyuu!! Movie: Gomisuteba no Kessen,https://myanimelist.net/anime/52742/Haikyuu_Movie__Gomisuteba_no_Kessen,"Feb 16, 2024",2 eps,85 min ,['Sports'],,Sequel movies to Haikyuu!! To the Top.,Production I.G,Manga,Movies
Given Movie (2024),https://myanimelist.net/anime/54791/Given_Movie_2024,"Jan 27, 2024",2 eps,70 min ,"['Boys Love', 'Drama']",,Sequel to Given Movie.,Lerche,Manga,Movies
Dead Dead Demons Dededede Destruction,https://myanimelist.net/anime/51358/Dead_Dead_Demons_Dededede_Destruction,"Mar 22, 2024",2 eps,0 min ,"['Drama', 'Sci-Fi']",,"When you look up at the sky, what do you see? A blue sky? Freedom? A hopeful future? The people of Tokyo see none of these. Instead, an ominous alien mothership looms overhead, engulfing the city skyscape.

Three years ago, they came. The arrival of the ""Invaders"" sparked the greatest war humanity had ever faced—one that threatened to end the world. The Japanese government scrambled to fight the Invaders. Weapons were mass-produced, sparking controversy and pacifist movements.

That day, everything changed. And yet, nothing has changed. Kadode Koyama and Ouran Nakagawa live their final days like they always have: going to school, playing with friends, and doing what any carefree high school girl would do.

As they grow up they come to learn what it truly means to be an adult, in a world where adults seem to be demons who only deceive and destroy. They come to learn the real threat to humanity is not the Invaders, but humanity itself.

[Written by MAL Rewrite]",Production +h.,Manga,Movies
Kizumonogatari: Koyomi Vamp,https://myanimelist.net/anime/56609/Kizumonogatari__Koyomi_Vamp,"Jan 12, 2024",1 ep,144 min ,"['Action', 'Mystery', 'Supernatural']",,Compilation film of the three Kizumonogatari movies.,Shaft,Light novel,Movies
Paripi Koumei: Road to Summer Sonia,https://myanimelist.net/anime/57369/Paripi_Koumei__Road_to_Summer_Sonia,"Mar 1, 2024",1 ep,119 min ,"['Comedy', 'Supernatural']",,Compilation movie of Paripi Koumei.,P.A. Works,Web manga,Movies
Oomuro-ke: Dear Sisters,https://myanimelist.net/anime/56175/Oomuro-ke__Dear_Sisters,"Feb 2, 2024",1 ep,42 min ,"['Comedy', 'Girls Love']",,"A spin-off of Yuru Yuri featuring Sakurako and her sisters.
",Passione,Manga,Movies
Kidou Senshi Gundam SEED Freedom,https://myanimelist.net/anime/49073/Kidou_Senshi_Gundam_SEED_Freedom,"Jan 26, 2024",1 ep,124 min ,"['Action', 'Drama', 'Sci-Fi']",,(No synopsis yet.),Sunrise,Original,Movies
Meitantei Conan vs. Kaitou Kid,https://myanimelist.net/anime/57441/Meitantei_Conan_vs_Kaitou_Kid,"Jan 5, 2024",1 ep,81 min ,"['Adventure', 'Comedy', 'Mystery']",,"A special edited version of the TV series that presents the birth of the magician under the moon, Kaito Kid, and the first confrontation with the biggest and eternal rival Conan / Shinichi with new scenes!!

(Source: Official website)",TMS Entertainment,Manga,Movies
Bloody Escape: Jigoku no Tousou Geki,https://myanimelist.net/anime/54793/Bloody_Escape__Jigoku_no_Tousou_Geki,"Jan 5, 2024",1 ep,97 min ,"['Action', 'Drama', 'Sci-Fi', 'Supernatural']",,"After human experimentation turns Kisaragi into a cyborg, he finds himself pressured by multiple organizations: An undying convent of vampires bent on the conquest of Tokyo, and an immortal order of knights, and a group of Yakuza, sword to avenge the killing of their leader. 

""I might not have any reason to live, but that's no reason to let them kill me.""

Kisaragi will have to use his cyborg-body and his unique ""blood,"" as well as anything else he can to make his big escape!!!

(Source: Official Site, translated)",Polygon Pictures,Original,Movies
Jiangtun: Feng Shi Wu,https://myanimelist.net/anime/57418/Jiangtun__Feng_Shi_Wu,"Jan 20, 2024",1 ep,0 min ,"['Adventure', 'Fantasy', 'Romance']",,(No synopsis yet.),,Original,Movies
Dayu,https://myanimelist.net/anime/57417/Dayu,"Jan 12, 2024",1 ep,102 min ,"['Adventure', 'Fantasy']",,(No synopsis yet.),,Original,Movies
Spy x Family Movie: Code: White Manner Movie,https://myanimelist.net/anime/58159/Spy_x_Family_Movie__Code__White_Manner_Movie,"Jan 23, 2024",1 ep,0 min ,['Comedy'],,"Wit Studio and Cloverworks released a new short film using Spy x Family to remind the general public of basic movie theater etiquette. You’ll be able to watch it from all Toho cinemas in Japan. All members of the immediate Forger family are present. It focuses on Loid and Yor teaching Anya how to behave when in a movie theater. 

(Source: siliconera.com)",CloverWorks,Manga,Movies
Tian Jiang Daren,https://myanimelist.net/anime/57449/Tian_Jiang_Daren,"Jan 6, 2024",1 ep,0 min ,"['Adventure', 'Comedy', 'Fantasy']",,(No synopsis yet.),,,Movies
Ba Jie: Tian Peng Xiajie,https://myanimelist.net/anime/57931/Ba_Jie__Tian_Peng_Xiajie,"Feb 10, 2024",1 ep,0 min ,"['Action', 'Adventure', 'Fantasy']",,(No synopsis yet.),,Other,Movies
Wu Chuang Yinxing Dao,https://myanimelist.net/anime/57928/Wu_Chuang_Yinxing_Dao,"Jan 20, 2024",1 ep,90 min ,"['Action', 'Adventure', 'Drama', 'Fantasy']",,(No synopsis yet.),,,Movies
